NAME	negative regulation of transcription from RNA polymerase II promoter	Golgi membrane	mitotic cytokinesis	response to reactive oxygen species	fungal-type vacuole membrane	carbon catabolite regulation of transcription from RNA polymerase II promoter	nuclear chromatin	Swr1 complex	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	double-stranded DNA binding	iron ion binding	endosome	late endosome	Golgi apparatus	trans-Golgi network	microtubule	monosaccharide metabolic process	cellular glucan metabolic process	chromatin remodeling	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein targeting	ergosterol biosynthetic process	NADP metabolic process	intracellular protein transport	intra-Golgi vesicle-mediated transport	post-Golgi vesicle-mediated transport	endocytosis	response to oxidative stress	vacuolar transport	microtubule binding	cytoskeletal protein binding	zinc ion binding	lipid biosynthetic process	positive regulation of macromolecule biosynthetic process	negative regulation of macromolecule metabolic process	positive regulation of gene expression	negative regulation of gene expression	regulation of cell communication	organophosphate ester transport	ATP transport	vesicle-mediated transport	endosomal transport	cytosolic transport	Golgi transport complex	Rab GTPase binding	integral component of endoplasmic reticulum membrane	nuclear migration along microtubule	regulation of cellular pH	positive regulation of cellular biosynthetic process	cytoplasmic vesicle	cellular response to nutrient levels	cellular response to nutrient	organelle subcompartment	CVT pathway	maintenance of protein location in cell	late endosome to vacuole transport via multivesicular body sorting pathway	protein localization to organelle	protein localization to Golgi apparatus	ESCRT complex	retrograde transport, endosome to Golgi	protein homodimerization activity	ubiquitin binding	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	histone exchange	positive regulation of GTPase activity	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular carbohydrate metabolic process	Golgi apparatus part	single-organism carbohydrate metabolic process	carbon catabolite repression of transcription	late endosome to vacuole transport	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription	transition metal ion binding	protein heterodimerization activity	protein dimerization activity	Golgi vesicle transport	organelle fusion	regulation of response to stimulus	SWI/SNF superfamily-type complex	cellular response to chemical stimulus	cellular response to abiotic stimulus	cellular response to pH	establishment of protein localization to organelle	regulation of cellular response to stress	establishment of protein localization to membrane	bounding membrane of organelle	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	negative regulation of intracellular signal transduction
regulation of transcription from RNA polymerase II promoter in response to oxidative stress	-0.05198019801980114	-0.05411499436302192	-0.042031523642729475	0.30894308943089327	-0.04938271604938261	-0.04615384615384689	-0.05198019801980114	-0.04615384615384689	0.09252669039145826	0.20436817472698984	0.1200828157349892	0.1200828157349892	0.1200828157349892	0.06318883174136598	-0.03658536585365846	-0.05871886120996477	-0.04615384615384689	-0.06319947333772165	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.042031523642729475	-0.05198019801980114	0.10901467505241075	0.11426518145885727	0.17953667953667968	0.17953667953667968	-0.062499999999999827	-0.04938271604938261	-0.042031523642729475	-0.06492027334851935	-0.04615384615384689	-0.04615384615384689	-0.04938271604938261	0.6502057613168725	-0.062499999999999827	-0.03658536585365846	-0.04938271604938261	0.18809698750918494	-0.055900621118011376	0.04255319148936117	-0.06382978723404219	0.04871626069782761	-0.06171932402645141	0.18381344307270167	-0.04938271604938261	-0.04615384615384689	-0.06492027334851935	-0.05871886120996477	-0.05198019801980114	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	0.04255319148936117	-0.06171932402645141	-0.05871886120996477	-0.05411499436302192	-0.04938271604938261	-0.04938271604938261	-0.03658536585365846	-0.042031523642729475	-0.06440071556350609	-0.03658536585365846	-0.042031523642729475	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.04615384615384689	0.1736111111111115	0.738461538461538	1.0	-0.05411499436302192	-0.06171932402645141	-0.05871886120996477	-0.03658536585365846	-0.04938271604938261	0.04871626069782761	0.05555555555555531	-0.042031523642729475	0.14893617021276603	-0.03658536585365846	-0.04938271604938261	-0.05871886120996477	-0.04615384615384689	0.1200828157349892	-0.04938271604938261	0.2725477287689272	-0.04615384615384689	-0.03658536585365846	-0.062499999999999827	0.18381344307270167	-0.04615384615384689	-0.06756171502815078	-0.042031523642729475	-0.03658536585365846
cellular carbohydrate metabolic process	0.0498710232158203	0.034090909090908575	-0.06694560669455976	-0.05411499436302192	-0.08775137111517292	0.08780487804878094	-0.09630266552020675	-0.07804878048780448	-0.0041695621959701576	-0.02409638554216831	0.019984627209838398	0.019984627209838398	0.019984627209838398	0.07047387606318412	-0.05411499436302192	-0.12230715774843677	-0.07804878048780448	-0.04820627802690621	-0.05411499436302192	-0.06694560669455976	0.25365853658536647	0.6443514644351461	0.0498710232158203	0.05140344944200211	0.058171745152354785	0.062637847375386	0.062637847375386	-0.1399416909620994	-0.08775137111517292	0.11087866108786551	-0.15268709191361154	-0.07804878048780448	-0.07804878048780448	-0.08775137111517292	-0.08775137111517292	-0.1399416909620994	-0.05411499436302192	-0.08775137111517292	-0.03280680437424049	-0.11068408916218266	0.036697247706422395	0.036697247706422395	0.04708520179372216	0.07047387606318412	0.06764168190127982	-0.08775137111517292	-0.07804878048780448	-0.15268709191361154	-0.12230715774843677	-0.09630266552020675	-0.05411499436302192	-0.05411499436302192	0.11087866108786551	-0.05411499436302192	-0.05411499436302192	0.036697247706422395	0.07047387606318412	0.11396803335649758	0.034090909090908575	-0.08775137111517292	-0.08775137111517292	-0.05411499436302192	-0.06694560669455976	-0.14984391259105054	-0.05411499436302192	-0.06694560669455976	-0.06694560669455976	-0.05411499436302192	-0.05411499436302192	-0.06694560669455976	-0.07804878048780448	0.08780487804878094	0.0583090379008746	-0.07804878048780448	-0.05411499436302192	1.0	-0.03280680437424049	0.8227936066712995	-0.05411499436302192	-0.08775137111517292	0.04708520179372216	0.0583090379008746	0.11087866108786551	-0.055045871559633176	-0.05411499436302192	-0.08775137111517292	-0.12230715774843677	-0.07804878048780448	0.019984627209838398	0.06764168190127982	-0.04820627802690621	-0.07804878048780448	-0.05411499436302192	-0.1399416909620994	-0.08775137111517292	-0.07804878048780448	-0.09943411479385643	0.11087866108786551	0.13754227733934504
Golgi apparatus part	-0.1233480176211459	0.690157958687728	0.04090267983074683	-0.06171932402645141	-0.1096605744125325	-0.09491525423728854	-0.1233480176211459	-0.09491525423728854	-0.1695101816180515	-0.18850336613153795	-0.14797416324133836	-0.14797416324133836	-0.14797416324133836	-0.19718309859154873	-0.06171932402645141	0.20473307649972503	0.020338983050847224	0.9191246431969552	0.31300514327700196	-0.07898448519040874	-0.09491525423728854	0.04090267983074683	-0.1233480176211459	-0.2455226310647998	-0.240875912408759	-0.25749700119951985	-0.25749700119951985	0.2102689486552568	-0.1096605744125325	-0.07898448519040874	0.36427628684557845	0.36610169491525435	0.25084745762711824	0.22323759791122674	-0.1096605744125325	0.29339853300733504	-0.06171932402645141	-0.1096605744125325	-0.19718309859154873	-0.048150322959483245	-0.22047244094488155	-0.22047244094488155	-0.21313035204567088	-0.19718309859154873	0.0013054830287198098	0.0013054830287198098	-0.09491525423728854	0.6634403871535413	0.1111722619702808	0.1976085588420389	0.31300514327700196	0.31300514327700196	0.1607898448519041	-0.06171932402645141	-0.06171932402645141	-0.22047244094488155	0.3158953722334003	-0.1695101816180515	-0.13608748481166416	0.44516971279373374	0.3342036553524802	-0.06171932402645141	-0.07898448519040874	0.23285198555956677	0.06318883174136598	-0.07898448519040874	0.28067700987306066	-0.06171932402645141	-0.06171932402645141	-0.07898448519040874	-0.09491525423728854	0.13559322033898302	-0.20537897310513448	-0.09491525423728854	-0.06171932402645141	-0.03280680437424049	1.0	-0.0759493670886077	-0.06171932402645141	-0.1096605744125325	-0.21313035204567088	-0.20537897310513448	-0.07898448519040874	-0.22047244094488155	-0.06171932402645141	-0.1096605744125325	0.5789763346175015	0.13559322033898302	-0.048150322959483245	-0.1096605744125325	-0.21313035204567088	-0.09491525423728854	-0.06171932402645141	0.2102689486552568	-0.1096605744125325	0.13559322033898302	0.4910179640718564	-0.07898448519040874	-0.06171932402645141
single-organism carbohydrate metabolic process	0.011627906976743901	-0.0041695621959701576	0.0690817186183656	0.09252669039145826	-0.1005331302361005	0.18400000000000027	-0.11191860465116261	-0.08800000000000008	0.060196560196560875	0.03078677309007975	0.09454061251664501	0.09454061251664501	0.09454061251664501	0.1111722619702808	-0.05871886120996477	-0.14864864864864868	-0.08800000000000008	-0.09366958311888823	-0.05871886120996477	-0.07413647851726989	0.5920000000000001	0.49873631002527424	0.011627906976743901	0.097544790975448	0.10708234496780733	0.07298657718120778	0.07298657718120778	-0.17553191489361716	-0.1005331302361005	0.21229991575400234	-0.196060037523452	-0.08800000000000008	-0.08800000000000008	-0.1005331302361005	0.028941355674028536	-0.17553191489361716	-0.05871886120996477	-0.1005331302361005	0.01761144744083698	-0.1318242343541934	0.06779661016949146	0.06779661016949146	0.08131755018013405	0.1111722619702808	0.028941355674028536	-0.1005331302361005	-0.08800000000000008	-0.196060037523452	-0.14864864864864868	-0.11191860465116261	-0.05871886120996477	-0.05871886120996477	0.0690817186183656	-0.05871886120996477	-0.05871886120996477	0.06779661016949146	0.01761144744083698	0.2690417690417689	0.2321056289089642	-0.1005331302361005	-0.1005331302361005	-0.05871886120996477	-0.07413647851726989	-0.10923151280812048	-0.05871886120996477	-0.07413647851726989	-0.07413647851726989	-0.05871886120996477	-0.05871886120996477	-0.07413647851726989	-0.08800000000000008	0.04799999999999945	0.0957446808510636	-0.08800000000000008	-0.05871886120996477	0.8227936066712995	-0.0759493670886077	1.0	0.09252669039145826	-0.1005331302361005	0.08131755018013405	0.0957446808510636	0.21229991575400234	-0.01694915254237266	-0.05871886120996477	-0.1005331302361005	-0.14864864864864868	-0.08800000000000008	-0.018641810918775037	0.028941355674028536	0.08131755018013405	-0.08800000000000008	-0.05871886120996477	-0.17553191489361716	-0.1005331302361005	-0.08800000000000008	-0.15623785464438397	0.21229991575400234	0.09252669039145826
carbon catabolite repression of transcription	0.3688118811881197	-0.05411499436302192	-0.042031523642729475	0.30894308943089327	-0.04938271604938261	0.47692307692307717	-0.05198019801980114	-0.04615384615384689	-0.05871886120996477	-0.06084243369734729	-0.055900621118011376	-0.055900621118011376	-0.055900621118011376	-0.06171932402645141	-0.03658536585365846	0.24377224199288308	0.21538461538461487	-0.06319947333772165	-0.03658536585365846	-0.042031523642729475	0.21538461538461487	-0.042031523642729475	-0.05198019801980114	0.10901467505241075	0.11426518145885727	0.09749034749034759	0.09749034749034759	0.1736111111111115	-0.04938271604938261	0.2556917688266199	0.12870159453302982	-0.04615384615384689	-0.04615384615384689	-0.04938271604938261	0.18381344307270167	0.1736111111111115	-0.03658536585365846	-0.04938271604938261	0.06318883174136598	-0.055900621118011376	-0.06382978723404219	0.25531914893617	-0.06319947333772165	0.31300514327700196	-0.04938271604938261	0.41700960219478833	0.47692307692307717	-0.06492027334851935	0.24377224199288308	-0.05198019801980114	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	-0.06382978723404219	0.18809698750918494	0.3950177935943057	0.5208568207440808	-0.04938271604938261	0.18381344307270167	0.30894308943089327	0.5534150612959728	0.13834227787716197	0.30894308943089327	0.5534150612959728	-0.042031523642729475	0.30894308943089327	0.30894308943089327	0.5534150612959728	-0.04615384615384689	-0.04615384615384689	-0.062499999999999827	-0.04615384615384689	-0.03658536585365846	-0.05411499436302192	-0.06171932402645141	0.09252669039145826	1.0	0.41700960219478833	-0.06319947333772165	-0.062499999999999827	-0.042031523642729475	0.04255319148936117	-0.03658536585365846	0.18381344307270167	-0.05871886120996477	-0.04615384615384689	-0.055900621118011376	-0.04938271604938261	0.2725477287689272	-0.04615384615384689	-0.03658536585365846	0.1736111111111115	-0.04938271604938261	-0.04615384615384689	0.07968817669987019	-0.042031523642729475	-0.03658536585365846
late endosome to vacuole transport	0.25073457394711024	-0.08775137111517292	-0.05985037406483844	-0.04938271604938261	0.10337552742615992	0.320000000000001	-0.08227228207639603	-0.06857142857142774	-0.1005331302361005	-0.10692254969156968	-0.09254498714652853	-0.09254498714652853	-0.09254498714652853	-0.1096605744125325	-0.04938271604938261	0.5468392993145468	0.5142857142857145	-0.11442193087008348	-0.04938271604938261	-0.05985037406483844	-0.06857142857142774	-0.05985037406483844	-0.08227228207639603	-0.019184652278177533	-0.01546029515108943	0.029237094563727386	0.029237094563727386	0.5233644859813085	-0.07594936708860645	-0.05985037406483844	0.4175013178703214	-0.06857142857142774	0.320000000000001	-0.07594936708860645	-0.07594936708860645	0.5233644859813085	-0.04938271604938261	0.10337552742615992	0.0013054830287198098	-0.09254498714652853	-0.11650485436893238	0.17475728155339804	-0.11442193087008348	0.11227154046997374	-0.07594936708860645	0.6413502109704636	0.7085714285714282	0.05904059040590427	0.6763137852246762	0.25073457394711024	-0.04938271604938261	-0.04938271604938261	-0.05985037406483844	-0.04938271604938261	-0.04938271604938261	-0.11650485436893238	0.44516971279373374	0.1584158415841582	0.22303473491773387	-0.07594936708860645	0.10337552742615992	0.18381344307270167	0.7880299251870329	0.44078947368421045	0.18381344307270167	0.7880299251870329	-0.05985037406483844	0.18381344307270167	0.6502057613168725	0.7880299251870329	-0.06857142857142774	0.12571428571428572	-0.11214953271028005	-0.06857142857142774	-0.04938271604938261	-0.08775137111517292	-0.1096605744125325	-0.1005331302361005	0.41700960219478833	1.0	-0.11442193087008348	-0.11214953271028005	-0.05985037406483844	-0.019417475728156015	-0.04938271604938261	0.10337552742615992	0.1584158415841582	0.12571428571428572	-0.09254498714652853	-0.07594936708860645	0.08820023837902283	-0.06857142857142774	-0.04938271604938261	0.5233644859813085	-0.07594936708860645	0.320000000000001	0.223421926910299	-0.05985037406483844	-0.04938271604938261
positive regulation of nucleobase-containing compound metabolic process	0.26343154246100514	-0.14349775784753369	0.026717557251907997	-0.06319947333772165	-0.11442193087008348	0.21538461538461562	-0.031195840554592638	-0.09846153846153795	0.6937725167267116	0.7096144460712542	0.6761023407729994	0.5835601524224281	0.6761023407729994	0.757373929590866	-0.06319947333772165	-0.18116314976839898	-0.09846153846153795	-0.23188405797101458	-0.06319947333772165	-0.08142493638676845	0.11076923076923142	-0.08142493638676845	-0.031195840554592638	0.4805403666773883	0.49934554973822004	0.7033734005428462	0.7033734005428462	-0.22273781902552164	-0.11442193087008348	-0.08142493638676845	-0.25686523024926033	-0.09846153846153795	-0.09846153846153795	-0.11442193087008348	-0.013110846245530787	-0.22273781902552164	-0.06319947333772165	-0.11442193087008348	0.5956232159847764	-0.15677735438214438	0.9624060150375942	0.13533834586466165	0.9230072463768119	0.19124643196955288	-0.11442193087008348	-0.013110846245530787	0.006153846153846245	-0.25686523024926033	-0.18116314976839898	-0.12940496822645872	-0.06319947333772165	-0.06319947333772165	-0.08142493638676845	-0.06319947333772165	-0.06319947333772165	0.9624060150375942	-0.21313035204567088	0.2563046834791563	0.33295964125560545	-0.11442193087008348	-0.11442193087008348	0.04871626069782761	-0.08142493638676845	-0.17545375972342303	-0.06319947333772165	-0.08142493638676845	-0.08142493638676845	-0.06319947333772165	-0.06319947333772165	-0.08142493638676845	-0.09846153846153795	-0.09846153846153795	0.802784222737819	0.21538461538461562	0.04871626069782761	0.04708520179372216	-0.21313035204567088	0.08131755018013405	-0.06319947333772165	-0.11442193087008348	1.0	0.960556844547564	0.35114503816793935	0.5112781954887219	-0.06319947333772165	-0.11442193087008348	-0.18116314976839898	-0.09846153846153795	0.1208492106695702	-0.013110846245530787	0.38405797101449274	0.11076923076923142	0.16063199473337791	-0.22273781902552164	0.08820023837902283	-0.09846153846153795	-0.24178232286340434	0.35114503816793935	-0.06319947333772165
positive regulation of transcription from RNA polymerase II promoter	0.28313253012048184	-0.1399416909620994	0.03344481605351167	-0.062499999999999827	-0.11214953271028005	0.23225806451612863	-0.02409638554216855	-0.09677419354838757	0.7287234042553192	0.7437185929648241	0.7118644067796608	0.6158192090395481	0.7118644067796608	0.7921760391198043	-0.062499999999999827	-0.17553191489361716	-0.09677419354838757	-0.22273781902552164	-0.062499999999999827	-0.08026755852842828	0.12258064516129015	-0.08026755852842828	-0.02409638554216855	0.5048543689320389	0.5238879736408568	0.7322834645669292	0.7322834645669292	-0.21428571428571458	-0.11214953271028005	-0.08026755852842828	-0.24568965517241415	-0.09677419354838757	-0.09677419354838757	-0.11214953271028005	-0.006230529595015167	-0.21428571428571458	-0.062499999999999827	-0.11214953271028005	0.625916870415648	-0.1525423728813555	0.9230769230769234	0.15384615384615402	0.960556844547564	0.2102689486552568	-0.11214953271028005	-0.006230529595015167	0.012903225806451295	-0.24568965517241415	-0.17553191489361716	-0.12650602409638612	-0.062499999999999827	-0.062499999999999827	-0.08026755852842828	-0.062499999999999827	-0.062499999999999827	0.9230769230769234	-0.20537897310513448	0.276595744680851	0.3556851311953352	-0.11214953271028005	-0.11214953271028005	0.05555555555555531	-0.08026755852842828	-0.16335540838852097	-0.062499999999999827	-0.08026755852842828	-0.08026755852842828	-0.062499999999999827	-0.062499999999999827	-0.08026755852842828	-0.09677419354838757	-0.09677419354838757	0.8380952380952382	0.23225806451612863	0.05555555555555531	0.0583090379008746	-0.20537897310513448	0.0957446808510636	-0.062499999999999827	-0.11214953271028005	0.960556844547564	1.0	0.37458193979933135	0.5384615384615385	-0.062499999999999827	-0.11214953271028005	-0.17553191489361716	-0.09677419354838757	0.13559322033898327	-0.006230529595015167	0.4083526682134572	0.12258064516129015	0.1736111111111115	-0.21428571428571458	0.09968847352024972	-0.09677419354838757	-0.22550831792975992	0.37458193979933135	-0.062499999999999827
carbon catabolite activation of transcription	0.12969283276450502	-0.06694560669455976	-0.04938271604938143	-0.042031523642729475	-0.05985037406483844	0.6482758620689653	-0.06370875995449499	-0.05517241379310436	0.49873631002527424	0.30275913497389967	0.4240077444336886	0.4240077444336886	0.4240077444336886	0.40056417489421664	-0.042031523642729475	-0.07413647851726989	-0.05517241379310436	-0.08142493638676845	-0.042031523642729475	-0.04938271604938143	0.41379310344827563	-0.04938271604938143	-0.06370875995449499	0.14439430753210697	0.15121255349500737	0.23495973472287998	0.23495973472287998	-0.08026755852842828	-0.05985037406483844	-0.04938271604938143	-0.08430393788130809	-0.05517241379310436	-0.05517241379310436	-0.05985037406483844	-0.05985037406483844	-0.08026755852842828	-0.042031523642729475	-0.05985037406483844	0.28067700987306066	-0.06969990319457788	0.32989690721649506	0.020618556701031132	0.35114503816793935	0.04090267983074683	-0.05985037406483844	0.1521197007481286	0.17931034482758568	-0.08430393788130809	-0.07413647851726989	-0.06370875995449499	-0.042031523642729475	-0.042031523642729475	-0.04938271604938143	-0.042031523642729475	-0.042031523642729475	0.32989690721649506	-0.07898448519040874	0.49873631002527424	0.6443514644351461	-0.05985037406483844	-0.05985037406483844	-0.042031523642729475	-0.04938271604938143	-0.08342989571263065	-0.042031523642729475	-0.04938271604938143	-0.04938271604938143	-0.042031523642729475	-0.042031523642729475	-0.04938271604938143	-0.05517241379310436	-0.05517241379310436	0.37458193979933135	-0.05517241379310436	-0.042031523642729475	0.11087866108786551	-0.07898448519040874	0.21229991575400234	-0.042031523642729475	-0.05985037406483844	0.35114503816793935	0.37458193979933135	1.0	0.2268041237113405	-0.042031523642729475	-0.05985037406483844	-0.07413647851726989	-0.05517241379310436	0.09486931268151043	-0.05985037406483844	0.35114503816793935	-0.05517241379310436	-0.042031523642729475	-0.08026755852842828	-0.05985037406483844	-0.05517241379310436	-0.016225448334756382	0.7376543209876544	-0.042031523642729475
transition metal ion binding	0.0566037735849054	-0.1467889908256884	-0.0824742268041236	-0.06382978723404219	-0.11650485436893238	0.30000000000000016	-0.03773584905660372	-0.09999999999999962	0.4915254237288137	0.6774193548387095	0.4642857142857143	0.4642857142857143	0.5535714285714287	0.48818897637795255	0.25531914893617	-0.10169491525423759	0.0	-0.24060150375939818	-0.06382978723404219	-0.0824742268041236	0.10000000000000052	-0.0824742268041236	-0.1320754716981138	0.4021739130434781	0.3646408839779005	0.5454545454545455	0.5454545454545455	-0.1538461538461536	0.07766990291262085	-0.0824742268041236	-0.1971830985915494	-0.09999999999999962	-0.09999999999999962	-0.11650485436893238	0.07766990291262085	-0.1538461538461536	-0.06382978723404219	-0.11650485436893238	0.8818897637795275	0.10714285714285739	0.48529411764705865	-0.02941176470588231	0.5112781954887219	0.01574803149606315	-0.11650485436893238	0.07766990291262085	0.10000000000000052	-0.26760563380281666	-0.10169491525423759	-0.1320754716981138	-0.06382978723404219	-0.06382978723404219	-0.0824742268041236	-0.06382978723404219	-0.06382978723404219	0.48529411764705865	-0.14173228346456737	0.2372881355932204	0.3119266055045876	-0.11650485436893238	-0.019417475728156015	0.14893617021276603	0.020618556701031132	-0.115107913669065	0.04255319148936117	0.020618556701031132	-0.0824742268041236	-0.06382978723404219	0.04255319148936117	0.020618556701031132	-0.09999999999999962	-0.09999999999999962	0.5384615384615385	0.20000000000000018	0.14893617021276603	-0.055045871559633176	-0.22047244094488155	-0.01694915254237266	0.04255319148936117	-0.019417475728156015	0.5112781954887219	0.5384615384615385	0.2268041237113405	1.0	-0.06382978723404219	-0.11650485436893238	-0.18644067796610164	-0.09999999999999962	0.01785714285714263	-0.11650485436893238	0.28571428571428586	0.0	0.04255319148936117	-0.1538461538461536	-0.019417475728156015	-0.09999999999999962	-0.1963190184049081	0.2268041237113405	-0.06382978723404219
protein heterodimerization activity	-0.05198019801980114	-0.05411499436302192	-0.042031523642729475	-0.03658536585365846	-0.04938271604938261	-0.04615384615384689	0.15841584158415845	-0.04615384615384689	0.09252669039145826	-0.06084243369734729	-0.055900621118011376	0.1200828157349892	-0.055900621118011376	0.18809698750918494	-0.03658536585365846	-0.05871886120996477	-0.04615384615384689	-0.06319947333772165	-0.03658536585365846	0.2556917688266199	-0.04615384615384689	-0.042031523642729475	0.15841584158415845	-0.00978336827393435	-0.007905138339920894	0.015444015444014686	0.015444015444014686	-0.062499999999999827	-0.04938271604938261	-0.042031523642729475	-0.06492027334851935	-0.04615384615384689	-0.04615384615384689	-0.04938271604938261	-0.04938271604938261	-0.062499999999999827	0.30894308943089327	0.18381344307270167	-0.06171932402645141	-0.055900621118011376	-0.06382978723404219	0.04255319148936117	-0.06319947333772165	0.06318883174136598	-0.04938271604938261	-0.04938271604938261	-0.04615384615384689	-0.06492027334851935	-0.05871886120996477	-0.05198019801980114	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	0.30894308943089327	-0.03658536585365846	-0.06382978723404219	-0.06171932402645141	-0.05871886120996477	-0.05411499436302192	-0.04938271604938261	-0.04938271604938261	-0.03658536585365846	-0.042031523642729475	-0.06440071556350609	-0.03658536585365846	-0.042031523642729475	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.04615384615384689	0.05555555555555531	-0.04615384615384689	-0.03658536585365846	-0.05411499436302192	-0.06171932402645141	-0.05871886120996477	-0.03658536585365846	-0.04938271604938261	-0.06319947333772165	-0.062499999999999827	-0.042031523642729475	-0.06382978723404219	1.0	0.6502057613168725	-0.05871886120996477	0.21538461538461487	-0.055900621118011376	-0.04938271604938261	-0.06319947333772165	-0.04615384615384689	-0.03658536585365846	-0.062499999999999827	-0.04938271604938261	-0.04615384615384689	-0.06756171502815078	-0.042031523642729475	-0.03658536585365846
protein dimerization activity	0.08423114593535733	-0.08775137111517292	-0.05985037406483844	0.18381344307270167	-0.07594936708860645	0.12571428571428572	0.08423114593535733	-0.06857142857142774	0.028941355674028536	-0.10692254969156968	-0.09254498714652853	0.05312767780634077	-0.09254498714652853	0.11227154046997374	-0.04938271604938261	0.028941355674028536	-0.06857142857142774	-0.11442193087008348	-0.04938271604938261	0.36408977556109734	-0.06857142857142774	-0.05985037406483844	0.08423114593535733	-0.019184652278177533	-0.01546029515108943	0.029237094563727386	0.029237094563727386	-0.006230529595015167	-0.07594936708860645	-0.05985037406483844	-0.03057459146020062	-0.06857142857142774	-0.06857142857142774	-0.07594936708860645	0.10337552742615992	-0.006230529595015167	0.41700960219478833	0.2827004219409281	-0.1096605744125325	-0.09254498714652853	-0.019417475728156015	0.07766990291262085	-0.013110846245530787	0.11227154046997374	0.10337552742615992	0.10337552742615992	0.12571428571428572	-0.12018977332630469	0.028941355674028536	-0.08227228207639603	-0.04938271604938261	-0.04938271604938261	-0.05985037406483844	0.41700960219478833	-0.04938271604938261	-0.019417475728156015	0.0013054830287198098	0.1584158415841582	0.06764168190127982	-0.07594936708860645	-0.07594936708860645	-0.04938271604938261	0.1521197007481286	-0.02521929824561406	-0.04938271604938261	0.1521197007481286	-0.05985037406483844	0.6502057613168725	-0.04938271604938261	0.1521197007481286	-0.06857142857142774	-0.06857142857142774	-0.006230529595015167	-0.06857142857142774	-0.04938271604938261	-0.08775137111517292	-0.1096605744125325	-0.1005331302361005	0.18381344307270167	0.10337552742615992	-0.11442193087008348	-0.11214953271028005	-0.05985037406483844	-0.11650485436893238	0.6502057613168725	1.0	-0.1005331302361005	0.320000000000001	0.05312767780634077	-0.07594936708860645	0.08820023837902283	0.12571428571428572	0.18381344307270167	-0.006230529595015167	0.10337552742615992	-0.06857142857142774	-0.058970099667774466	-0.05985037406483844	-0.04938271604938261
Golgi vesicle transport	-0.11191860465116261	0.4683808200138985	0.0690817186183656	-0.05871886120996477	0.028941355674028536	-0.08800000000000008	-0.11191860465116261	-0.08800000000000008	-0.14864864864864868	-0.16305587229190457	-0.1318242343541934	-0.1318242343541934	-0.1318242343541934	-0.1695101816180515	-0.05871886120996477	0.16461916461916493	-0.08800000000000008	0.6062789500772001	0.24377224199288308	-0.07413647851726989	-0.08800000000000008	-0.07413647851726989	-0.11191860465116261	-0.240875912408759	-0.23856319891562192	-0.21224832214765135	-0.21224832214765135	0.4574468085106385	-0.1005331302361005	-0.07413647851726989	0.44183864915572246	0.5920000000000001	0.5920000000000001	0.1584158415841582	-0.1005331302361005	0.5478723404255318	-0.05871886120996477	0.028941355674028536	-0.1695101816180515	-0.1318242343541934	-0.18644067796610164	-0.18644067796610164	-0.18116314976839898	-0.1695101816180515	0.028941355674028536	-0.1005331302361005	-0.08800000000000008	0.6810506566604128	0.2690417690417689	0.3822674418604648	0.3950177935943057	0.09252669039145826	-0.07413647851726989	-0.05871886120996477	-0.05871886120996477	-0.18644067796610164	0.20473307649972503	-0.14864864864864868	-0.12230715774843677	0.1584158415841582	0.4173648134044169	-0.05871886120996477	0.0690817186183656	0.46592556790720135	0.09252669039145826	-0.07413647851726989	0.21229991575400234	-0.05871886120996477	0.09252669039145826	-0.07413647851726989	-0.08800000000000008	0.04799999999999945	-0.17553191489361716	-0.08800000000000008	-0.05871886120996477	-0.12230715774843677	0.5789763346175015	-0.14864864864864868	-0.05871886120996477	0.1584158415841582	-0.18116314976839898	-0.17553191489361716	-0.07413647851726989	-0.18644067796610164	-0.05871886120996477	-0.1005331302361005	1.0	0.18400000000000027	-0.018641810918775037	-0.1005331302361005	-0.18116314976839898	-0.08800000000000008	-0.05871886120996477	0.4574468085106385	-0.1005331302361005	0.18400000000000027	0.30625728721336976	-0.07413647851726989	-0.05871886120996477
