NAME	mannosyltransferase activity	carbon catabolite regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription from RNA polymerase II promoter	mitochondrial RNA metabolic process	transcription regulatory region sequence-specific DNA binding	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	nucleic acid binding	DNA binding	mitochondrion	mitochondrial matrix	organic acid metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein glycosylation	lipid metabolic process	water-soluble vitamin metabolic process	cellular ion homeostasis	cellular metal ion homeostasis	mitochondrion organization	zinc ion binding	lipid biosynthetic process	macromolecule biosynthetic process	response to extracellular stimulus	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	regulation of cellular ketone metabolic process	positive regulation of macromolecule metabolic process	positive regulation of gene expression	positive regulation of mitochondrion organization	proton-transporting two-sector ATPase complex	vacuolar proton-transporting V-type ATPase complex	transferase activity, transferring glycosyl groups	heterocycle biosynthetic process	regulation of lipid metabolic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	aromatic compound biosynthetic process	cellular homeostasis	carboxylic acid metabolic process	cation-transporting ATPase activity	integral component of Golgi membrane	organelle membrane	regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	positive regulation of cellular catabolic process	cellular response to extracellular stimulus	organelle subcompartment	mitochondrial translation	RNA biosynthetic process	cellular response to oxidative stress	cellular macromolecule biosynthetic process	nucleobase-containing compound biosynthetic process	SPOTS complex	cellular response to decreased oxygen levels	cellular ketone metabolic process	mitochondrial nucleoid	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular biosynthetic process	cellular nitrogen compound biosynthetic process	mitochondrial part	cytoplasmic part	mitochondrial membrane part	single-organism biosynthetic process	positive regulation of cellular amino acid metabolic process	positive regulation of lipid metabolic process	positive regulation of transcription, DNA-templated	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	metal ion binding	transition metal ion binding	positive regulation of cellular process	chemical homeostasis	regulation of cellular process	regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	tRNA aminoacylation for mitochondrial protein translation	cellular response to chemical stimulus	cellular response to pH	monocarboxylic acid biosynthetic process	regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter	mitochondrial respiratory chain complex III biogenesis	organic cyclic compound biosynthetic process	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	organic substance biosynthetic process	regulation of cellular macromolecule biosynthetic process
single-organism biosynthetic process	-0.00123266563944501	0.028989838613269675	-0.00123266563944501	-0.0637232589895307	-0.06569722150090869	-0.04879999999999966	-0.07029369282619109	-0.012366793842915386	-0.04879999999999966	0.00621705635896761	-0.15106215578284812	-0.1010946555054735	0.05811965811965787	0.013840830449827268	0.29338842975206625	-0.1537107656204164	-0.14833102903416948	-0.11365546218487355	-0.12569430158403594	0.08009563658099232	0.508682073703935	0.19572143832498853	-0.06919549812421806	-0.03209185926689164	-0.11844452372458096	-0.003997501561523918	0.5146641438032168	-0.013908205841446452	0.06275691970402854	-0.19959266802443998	-0.15730748125114302	-0.08119800332778682	0.09194355939918063	-0.1010946555054735	-0.08119800332778682	0.009704179057755653	0.051463790446841566	-0.03339694656488499	0.05744125326370748	-0.019578179229331544	0.19572143832498853	-0.1537107656204164	-0.11179599763573378	-0.019578179229331544	-0.05736087356926762	0.316803760282021	0.04005461993627715	-0.00123266563944501	-0.07179487179487204	-0.07489224137931032	-0.0203970923293913	-0.04382532477696078	0.0360766629086816	-0.03209185926689164	-0.002287348105789776	-0.15898528272656798	0.007832898172323686	-0.0545359982168065	-0.06923425464431329	0.12977099236641265	0.02099236641221422	0.20626631853785896	-0.04382532477696078	-0.09696521095484842	-0.08243780362137465	-0.05392912172573159	0.31531531531531537	-0.0190088255261372	0.07410553137275741	0.06727272727272723	0.06275691970402854	1.0	0.02099236641221422	0.1167631867271875	-0.09917355371900805	-0.10597980256439278	-0.07777381377095946	-0.03931623931623957	0.06665892463128563	-0.048643592142189176	-0.04879999999999966	-0.16576024511681314	-0.08044851828779909	-0.027688345138441935	-0.03339694656488499	-0.028367184840575727	-0.03339694656488499	0.2845188284518829	0.07538167938931344	0.02099236641221422	0.02832415420928404	-0.022115959354452975	0.31531531531531537	-0.15231237884242588
positive regulation of cellular amino acid metabolic process	-0.022421524663678565	-0.025179856115104343	-0.022421524663678565	-0.023952095808380765	0.07233273056057826	0.08433734939759162	0.20612813370473582	0.1864890580399618	0.08433734939759162	0.21253985122210456	0.07449856733524353	0.13897280966767392	-0.03401360544217696	-0.03100775193798322	0.17391304347826167	0.10399032648125782	0.1071723000824402	0.12977099236641265	0.12148685403445114	-0.025179856115104343	-0.031471282454760295	-0.023952095808380765	-0.02888086642599248	-0.026186579378069674	-0.032193158953722004	0.2376081825334388	-0.029755579171093876	0.0436681222707426	0.09932279909706633	0.047930283224400946	0.0851360781577109	0.15485996705107105	0.6586826347305383	0.13897280966767392	0.15485996705107105	-0.020460358056263877	-0.022421524663678565	-0.017857142857139408	-0.027027027027026765	0.07852193995381083	-0.023952095808380765	0.10399032648125782	0.06724189229396002	0.07852193995381083	-0.03044719314938158	0.18887451487710155	-0.023952095808380765	-0.022421524663678565	-0.03401360544217696	0.08064516129032288	0.1439668565510103	0.5626598465473147	0.11855670103092848	-0.026186579378069674	-0.027739251040219053	0.1009463722397478	-0.027027027027026765	0.04574392831879264	0.08284833960972275	-0.017857142857139408	-0.017857142857139408	0.48648648648648585	-0.020460358056263877	0.05429864253393689	-0.026186579378069674	-0.022421524663678565	0.025641025641025682	0.047930283224400946	-0.03331700146986756	-0.03540640394088666	-0.02934537246049549	0.02099236641221422	1.0	-0.020460358056263877	0.17391304347826167	0.16715371127995338	0.1971830985915502	0.09523809523809512	0.18113678950655823	0.125523012552302	-0.03012048192770943	0.05023625963690621	0.07852193995381083	0.13897280966767392	-0.017857142857139408	0.03389830508474587	-0.017857142857139408	-0.025179856115104343	-0.017857142857139408	-0.017857142857139408	0.07449856733524353	-0.025179856115104343	0.025641025641025682	0.08751334044823937
positive regulation of lipid metabolic process	-0.026684456304203005	0.15671232876712352	0.20146764509672901	-0.02888086642599384	0.158610709117222	0.1802492809204215	0.1127904353710807	0.16889428918590463	0.1802492809204215	0.0775455158462587	0.026565464895635427	0.06927263730826327	-0.04489337822671195	-0.039800995024875226	0.024778761061947926	0.046215139442231205	0.04832360526673031	0.06323368289247107	0.05778108711839184	-0.030684931506851025	0.3062880324543608	-0.02888086642599384	-0.036363636363635155	-0.03219315895372127	-0.04177545691906013	0.046146044624745294	0.30815913688469404	0.03197674418604626	0.20692115590438853	0.008695652173912962	0.03367546995732879	0.07965554359526339	0.17689530685920654	0.06927263730826327	0.07965554359526339	-0.023952095808382447	-0.026684456304203005	-0.020460358056263877	-0.03347280334727998	0.029257641921397418	0.7942238267148012	0.046215139442231205	0.08916946143223503	0.029257641921397418	-0.03888213851761922	0.029838201302793684	-0.02888086642599384	-0.026684456304203005	-0.04489337822671195	0.10670223407802616	0.1884745762711867	0.23203592814371074	0.10254339927331499	-0.03219315895372127	-0.034572169403630386	0.04419602235798773	-0.03347280334727998	0.007217950729640885	0.032148517093049916	0.2710997442455282	0.2710997442455282	0.28451882845188287	-0.023952095808382447	0.12563915266617906	-0.03219315895372127	-0.026684456304203005	0.03424291064740508	0.008695652173912962	-0.043687761002248804	0.005455762005249814	-0.03710310381733791	0.1167631867271875	-0.020460358056263877	1.0	0.09203539823008883	0.08765243902439036	0.10704960835509132	0.040404040404040026	0.027224705404307225	0.1648351648351652	-0.03835091083413263	0.06680998842401203	0.10393013100436685	0.18208807521029194	-0.020460358056263877	0.08765243902439036	-0.020460358056263877	-0.030684931506851025	0.2710997442455282	-0.020460358056263877	0.06261859582542703	0.15671232876712352	0.03424291064740508	0.03526093088857538
positive regulation of transcription, DNA-templated	-0.051903114186850695	0.3079470198675497	0.27681660899654	-0.060913705583755716	0.6893732970027249	0.6242937853107348	0.812807881773399	0.7101248266296809	0.6242937853107348	0.6446043165467626	0.45267489711934156	0.6772823779193204	-0.17668488160291473	-0.09370816599732215	0.20833333333333376	0.7308781869688384	0.7456978967495218	0.725206611570248	0.7323943661971828	-0.06953642384105954	-0.0077619663648123465	-0.060913705583755716	-0.10762331838565026	-0.07779578606158877	-0.12848484848484812	0.5329883570504524	-0.06618705035971209	0.37974683544303817	0.4985337243401757	0.40993788819875787	0.6365217391304345	0.9368770764119599	0.2605752961082914	0.8789808917197448	0.9368770764119599	0.024778761061947926	-0.051903114186850695	-0.03260869565217292	-0.08571428571428608	0.6005046257359128	0.06768189509306312	0.7308781869688384	0.5351223362273084	0.6005046257359128	-0.13314840499306485	0.1837708830548926	-0.060913705583755716	-0.051903114186850695	-0.17668488160291473	0.6122448979591838	0.8977395048439184	0.22654867256637193	0.4207317073170734	-0.07779578606158877	-0.0933125972006217	0.7164179104477613	0.0349206349206346	0.39457627118644056	0.6242476354256232	-0.03260869565217292	0.17391304347826167	0.2158730158730155	0.024778761061947926	0.7099236641221374	0.23014586709886567	0.07958477508650565	0.2400000000000001	0.40993788819875787	-0.17382198952879607	-0.2111553784860557	-0.11436950146627563	-0.09917355371900805	0.17391304347826167	0.09203539823008883	1.0	0.9783352337514255	0.9309090909090907	0.4116575591985425	0.44183313748531156	0.8256880733944956	-0.12711864406779583	0.42586085734364015	0.6005046257359128	0.8789808917197448	-0.03260869565217292	0.45838084378563326	0.17391304347826167	-0.06953642384105954	0.1050724637681168	-0.03260869565217292	0.5777777777777777	0.37086092715231794	0.2400000000000001	0.6490765171503959
positive regulation of nucleobase-containing compound metabolic process	-0.052209584187954954	0.29679957089218634	0.26664180495990963	-0.06133625410733825	0.6703247812546342	0.6061722708429294	0.7929503565182298	0.6904043452021728	0.6061722708429294	0.62582056892779	0.44026186579378085	0.6613072352324362	-0.14995483288166273	-0.047244094488188504	0.19840364880273711	0.7155333749220213	0.7300852362411868	0.7089526835356859	0.7163551918611079	-0.07008760951189023	-0.013261851015802252	-0.06133625410733825	-0.053501945525292006	-0.018570427470217563	-0.08744038155802897	0.517494356659142	-0.06908408877774265	0.3679775280898874	0.4828903390100266	0.39807162534435236	0.6226614218555115	0.9169701383831027	0.25082146768893815	0.9003844809507164	0.9169701383831027	0.022484756097560486	-0.052209584187954954	-0.03272939801285852	-0.0865533230293666	0.5871099554234768	0.06352683461117213	0.7510917030567685	0.5522778844475476	0.5871099554234768	-0.08358479179239593	0.1743442515985907	0.0010952902519175368	-0.052209584187954954	-0.14995483288166273	0.598704590256266	0.878837978271138	0.2179878048780489	0.4067404592763922	-0.07848633496846505	-0.0943078477601883	0.7013253878557486	0.030911901081916243	0.3827643254624757	0.610552286961473	-0.03272939801285852	0.16715371127995338	0.20710973724884008	0.08765243902439036	0.6913785922532277	0.22109320252277467	0.07533097147119107	0.22815804117974403	0.39807162534435236	-0.1402621292251093	-0.20562926775106866	-0.061435619926787276	-0.10597980256439278	0.16715371127995338	0.08765243902439036	0.9783352337514255	1.0	0.9093799682034975	0.43360433604336024	0.42838776034970416	0.8467741935483871	-0.07646245969599222	0.4405670665212649	0.6188707280832096	0.9003844809507164	-0.03272939801285852	0.44480519480519426	0.16715371127995338	-0.07008760951189023	0.100526008182349	-0.03272939801285852	0.5646481178396073	0.35794743429286635	0.22815804117974403	0.6350407450523863
positive regulation of transcription from RNA polymerase II promoter	-0.050858232676414934	0.34561933534743206	0.3115066751430379	-0.059479553903345125	0.7515738498789343	0.6838124054462933	0.8766767633059285	0.7747035573122529	0.6838124054462933	0.7064881565396499	0.42713567839195987	0.6857772877618521	-0.15312791783380003	-0.08262108262108177	0.24000000000000032	0.6679611650485436	0.6821908822564775	0.7763110952550837	0.7431542461005198	-0.06767371601208436	0.010054844606946231	-0.059479553903345125	-0.10322580645161311	-0.0754716981132077	-0.11479591836734772	0.5831809872029249	-0.056642636457259594	0.3389830508474576	0.5502367175170957	0.3666666666666667	0.5780278353568256	0.8683602771362586	0.2936802973977699	0.8114663726571112	0.8683602771362586	0.032637075718014885	-0.050858232676414934	-0.032193158953722004	-0.08290155440414555	0.544	0.08178438661710088	0.6679611650485436	0.48264815803523753	0.544	-0.12648221343873542	0.2139573756790642	-0.059479553903345125	-0.050858232676414934	-0.1886087768440712	0.555073720728534	0.8298507462686566	0.25587467362924277	0.4672897196261687	-0.0754716981132077	-0.08998875140607375	0.6541041200894281	0.048359240069084174	0.35256701499318494	0.5664131070801638	-0.032193158953722004	0.1971830985915502	0.2452504317789283	0.032637075718014885	0.7698519515477791	0.2606132075471691	0.09408773045136638	0.21227197346600327	0.3666666666666667	-0.1556842867487323	-0.17129705737300682	-0.10941609679116304	-0.07777381377095946	0.1971830985915502	0.10704960835509132	0.9309090909090907	0.9093799682034975	1.0	0.4500466853408028	0.484798685291701	0.7594936708860759	-0.12102874432677752	0.38131193959414805	0.544	0.8114663726571112	-0.032193158953722004	0.5015898251192363	0.1971830985915502	-0.06767371601208436	0.12072434607645897	-0.032193158953722004	0.5226130653266331	0.41450151057401874	0.21227197346600327	0.5899280575539569
metal ion binding	-0.05555555555555627	0.1307189542483659	0.15555555555555567	-0.06600660066006575	0.359126984126984	0.3474747474747473	0.534839924670433	0.41041041041041015	0.3474747474747473	0.36085626911314983	0.3057419835943327	0.43923611111111105	-0.055555555555555906	-0.027531956735496285	0.2040072859744988	0.337388483373885	0.3480392156862745	0.41538461538461524	0.392255892255892	-0.07625272331154691	0.10048309178743936	0.017601760176017823	0.07268951194184774	0.11866235167206007	-0.0466853408029881	0.5410628019323669	0.0509683995922527	0.1728395061728395	0.25720164609053453	0.25415834996673314	0.3549382716049384	0.3751111111111112	0.1430143014301429	0.37326388888888884	0.3751111111111112	-0.0022446689113363675	-0.05555555555555627	-0.03401360544217696	-0.09615384615384642	0.23885109599395304	0.017601760176017823	0.3682076236820763	0.2962962962962963	0.23885109599395304	0.03003003003002975	0.155555555555556	-0.02420242024202438	-0.05555555555555627	-0.08571428571428545	0.3059360730593606	0.3517060367454066	0.12570145903479202	0.2033542976939203	-0.08629989212513478	-0.06560846560846537	0.326892109500805	0.1068376068376073	0.18803418803418812	0.2574712643678163	-0.03401360544217696	0.09523809523809512	0.1068376068376073	0.040404040404040026	0.3448275862068967	0.20064724919093818	0.11333333333333273	0.15120274914089338	0.20359281437125745	-0.031007751937984187	-0.08571428571428576	-0.01646090534979408	-0.03931623931623957	0.09523809523809512	0.040404040404040026	0.4116575591985425	0.43360433604336024	0.4500466853408028	1.0	0.6685032139577594	0.33927056827820173	0.04040404040404037	0.21952861952861957	0.32501889644746756	0.37326388888888884	-0.03401360544217696	0.36495031616982815	0.09523809523809512	0.08932461873638338	0.052154195011337785	-0.03401360544217696	0.24906785980611493	0.21350762527233103	0.15120274914089338	0.33566433566433573
transition metal ion binding	-0.05157706804205424	0.19018753551809092	0.21979765919460484	-0.06046511627907005	0.392023496676457	0.42368801155512775	0.5952944452178754	0.4075590551181103	0.36880115551275866	0.49640052356020936	0.27649006622516553	0.48943031171623075	-0.06427915518824581	-0.038251366120218205	0.21856639247943593	0.38437102922490457	0.3948525469168901	0.4638253396818023	0.4395976946547635	-0.0689524531161199	0.09815411661295059	0.005813953488372451	0.010214504596526609	0.04964801778436464	-0.07723911257189796	0.849692352768825	0.1047120418848166	0.18873239436619738	0.34373435674954156	0.21161825726141079	0.3177970224773767	0.4026946107784431	0.20465116279069748	0.3668935865281262	0.4026946107784431	-0.04225924420967152	-0.05157706804205424	-0.032479700187382325	-0.0848287112561172	0.29245815309385004	0.005813953488372451	0.38437102922490457	0.2465632710609799	0.29245815309385004	-0.02330708661417312	0.19350491847459927	-0.06046511627907005	-0.05157706804205424	-0.09917355371900795	0.30071326676176896	0.37848315968015517	0.09670865501828468	0.2571676802780194	-0.07706557984438674	-0.03158268275372565	0.37415037122241973	0.16313213703099524	0.1999698158768488	0.30915736821854556	-0.032479700187382325	0.10993129294191174	0.16313213703099524	-0.04225924420967152	0.3844492440604754	0.23971841422749218	0.15195397738543961	0.14642262895174718	0.18533886583679113	-0.04710315591144569	-0.12233191770999939	-0.11279826464208154	0.06665892463128563	0.18113678950655823	0.027224705404307225	0.44183313748531156	0.42838776034970416	0.484798685291701	0.6685032139577594	1.0	0.3340206185567009	-0.015406836783822316	0.22370068879148405	0.29245815309385004	0.3668935865281262	-0.032479700187382325	0.3844175880689124	0.03872579637726406	0.1254025383595382	0.03872579637726406	-0.032479700187382325	0.3079470198675497	0.19018753551809092	0.14642262895174718	0.3266391021854697
positive regulation of cellular process	-0.054127198917456494	0.2260183968462547	0.20297699594045968	-0.06400000000000038	0.541905855338691	0.48527679623085956	0.6552828175026684	0.5581395348837208	0.48527679623085956	0.5011933174224346	0.37558685446009377	0.5463228271251193	-0.11195928753180678	0.052154195011338174	0.16717635066258907	0.6020942408376965	0.6149779735682818	0.5912067352666042	0.599450045829514	-0.07358738501971115	0.033185840707964286	-0.013333333333333206	-0.07107843137254921	-0.03367875647668456	-0.002109704641350953	0.4115044247787611	0.002386634844869142	0.4	0.3796856106408705	0.4078590785907857	0.6116107931316435	0.8875739644970414	0.18933333333333344	0.9455587392550142	0.8875739644970414	0.1648351648351652	-0.054127198917456494	-0.03347280334728	-0.09195402298850577	0.48566878980891703	0.13866666666666635	0.6352530541012218	0.6550680786686839	0.48566878980891703	-0.10465116279069839	0.1480709071949942	-0.013333333333333206	-0.054127198917456494	-0.1441899915182363	0.648995983935743	0.9266409266409267	0.1648351648351652	0.31552795031055947	-0.08290155440414523	0.0428211586901768	0.5894554883318929	0.005108556832694715	0.3911882510013352	0.5072933549432741	0.019525801952581006	0.125523012552302	0.1992337164750957	0.06043956043956083	0.5639344262295082	0.16321243523316004	0.04871447902570997	0.260575296108291	0.4078590785907857	-0.07750472589792054	-0.1795792714212416	0.012091898428053088	-0.048643592142189176	0.125523012552302	0.1648351648351652	0.8256880733944956	0.8467741935483871	0.7594936708860759	0.33927056827820173	0.3340206185567009	1.0	-0.09658421672555943	0.5557083906464924	0.6671974522292992	0.9455587392550142	-0.03347280334728	0.3487903225806448	0.125523012552302	-0.02365308804204971	0.072524407252441	0.125523012552302	0.4945226917057902	0.27595269382391613	0.260575296108291	0.6237623762376238
chemical homeostasis	-0.045871559633028455	-0.059121621621620706	-0.045871559633028455	-0.05277044854881111	-0.10278113663845212	-0.09615384615384591	-0.11880165289256094	-0.09956440572495275	-0.09615384615384591	-0.0925313945803033	-0.09195402298850548	-0.13715710723191973	-0.03636363636363637	-0.0388007054673724	-0.12711864406779583	-0.14846235418875894	-0.1473759884974837	-0.13999999999999962	-0.14263685427910536	-0.059121621621620706	0.015598885793872112	-0.05277044854881111	0.8794926004228325	0.6758732737611693	-0.06354009077155762	-0.11142061281337015	0.058162590879048834	-0.09442060085836909	-0.08867667121418789	-0.08917197452229264	-0.08296390120329336	-0.1324503311258269	-0.05277044854881111	-0.08977556109725687	-0.1324503311258269	-0.03835091083413263	0.2678899082568798	0.3132530120481937	-0.07042253521126689	-0.15762352227947865	0.04749340369393185	-0.10816542948038187	-0.0027925160569671997	-0.15762352227947865	0.8935905413814559	-0.12315270935960619	0.3482849604221644	-0.045871559633028455	0.11717171717171711	-0.05166051660516554	-0.13565069944891928	-0.03835091083413263	-0.08017492711370208	-0.06498781478472843	-0.07547169811320645	-0.14951321279554933	0.018779342723005334	-0.11816293561043151	-0.15600624024960993	0.08433734939759162	-0.03012048192770943	-0.07042253521126689	0.07094918504314547	-0.11400651465798056	-0.06498781478472843	-0.045871559633028455	-0.09694989106753808	-0.08917197452229264	-0.045658377496941904	0.053035143769968034	-0.010914051841745888	-0.04879999999999966	-0.03012048192770943	-0.03835091083413263	-0.12711864406779583	-0.07646245969599222	-0.12102874432677752	0.04040404040404037	-0.015406836783822316	-0.09658421672555943	1.0	-0.003860072376356932	-0.019399818126705094	-0.08977556109725687	-0.03012048192770943	-0.023952095808383336	-0.03012048192770943	-0.059121621621620706	-0.03012048192770943	-0.03012048192770943	-0.15915119363395197	-0.059121621621620706	-0.09694989106753808	-0.08100289296046279
regulation of cellular process	-0.057731958762886545	0.116025272831706	0.083298969072165	-0.04096742349457035	0.2747859486276708	0.24366706875753907	0.3663171174012458	0.2592652013476657	0.24366706875753907	0.2279909706546277	0.3482849604221639	0.4340798891710922	-0.24107744107744092	-0.03735632183908063	-0.0014054813773717364	0.639240506329114	0.6254814591042974	0.5415549597855227	0.5697949226195015	-0.08041355542791458	-0.03224781572676684	-0.04096742349457035	-0.02527953330092379	-0.007693566868554578	-0.0759792354884379	0.2937251787132648	-0.02015478877781338	0.49867374005305026	0.1845954901802314	0.4702154626108999	0.7084290903699311	0.4697674418604651	0.0997038499506416	0.5130454860309399	0.4697674418604651	0.06680998842401203	-0.057731958762886545	-0.03481720964934071	-0.10286554004408502	0.5215726697099101	0.0997038499506416	0.639240506329114	0.8261185357350376	0.5215726697099101	0.03978822396919624	-0.006276971361317961	-0.04096742349457035	-0.057731958762886545	-0.21548821548821534	0.7602390967456275	0.4986884740009258	0.06680998842401203	0.15270895946714338	-0.09166803077426774	-0.03045602605863183	0.627226941291438	0.03673769287288751	0.4725182277061135	0.5446745562130179	0.021885103208157407	0.05023625963690621	0.09257898603967664	0.010253018025467313	0.33610648918469227	0.1322638729743	0.083298969072165	0.28366247755834834	0.4942965779467679	-0.18166461916461885	-0.35391052462182165	-0.03653115655055329	-0.16576024511681314	0.05023625963690621	0.06680998842401203	0.42586085734364015	0.4405670665212649	0.38131193959414805	0.21952861952861957	0.22370068879148405	0.5557083906464924	-0.003860072376356932	1.0	0.7733765277573259	0.5130454860309399	-0.03481720964934071	0.3073687490263282	0.05023625963690621	-0.02428817592516577	0.05023625963690621	0.05023625963690621	0.5237467018469657	0.116025272831706	0.28366247755834834	0.7204636647347303
regulation of nitrogen compound metabolic process	-0.056356345507748755	0.17797243884200428	0.12896932914273315	-0.030342156229825636	0.4033496161898115	0.3607153682934225	0.5246812997220361	0.38217583299879576	0.3607153682934225	0.33896236012207515	0.5079136690647482	0.6149689273169412	-0.19198790627362064	0.017825311942958836	0.08915054667788092	0.8539210661199385	0.8383881776784945	0.7413010590015131	0.7744261718406471	-0.077769469073817	0.030688037529319624	-0.030342156229825636	-0.02289603960396062	0.02057700466694924	-0.04228571428571408	0.3649335418295541	0.025839267548321585	0.657608695652174	0.28188056949708074	0.6509186351706037	0.9297741273100615	0.654925701706109	0.15364751452550007	0.6457714131315858	0.654925701706109	0.10393013100436685	-0.056356345507748755	-0.03431210821511067	-0.09857819905213279	0.7236586942469295	0.15364751452550007	0.8539210661199385	0.9197057442479262	0.7236586942469295	-0.029706945002007084	0.07760007570739068	-0.030342156229825636	-0.056356345507748755	-0.2494331065759638	0.9861077260541069	0.6901051105472998	0.10393013100436685	0.23636930106968523	-0.08824777259227824	-0.0014641288433381242	0.8402276395141425	0.08151658767772502	0.6296028880866426	0.7485704950171541	0.04091059056417009	0.07852193995381083	0.15355450236966814	0.029257641921397418	0.4852898339644625	0.2019516334323293	0.12896932914273315	0.4602898550724637	0.6758530183727032	-0.1328558639212176	-0.308489486051696	-0.0333913756017618	-0.08044851828779909	0.07852193995381083	0.10393013100436685	0.6005046257359128	0.6188707280832096	0.544	0.32501889644746756	0.29245815309385004	0.6671974522292992	-0.019399818126705094	0.7733765277573259	1.0	0.7073763847608752	-0.03431210821511067	0.36478454680534933	0.07852193995381083	-0.004700352526439592	0.07852193995381083	0.07852193995381083	0.7266187050359713	0.17797243884200428	0.4602898550724637	0.9435084241823588
positive regulation of nitrogen compound metabolic process	-0.05350194552529259	0.24929444967074343	0.22373540856031154	-0.06312769010043032	0.5856219709208399	0.5261845386533668	0.7029039463886817	0.6030315444489962	0.5261845386533668	0.5432307043441585	0.3802704852824186	0.5869565217391304	-0.08854166666666677	0.06929510155316587	0.19320594479830125	0.6427931960608775	0.6562123039806999	0.6329684481648422	0.6410579345088163	-0.07243650047036651	0.05036807438977121	-0.008608321377331862	-0.06518904823989602	-0.02869042110134237	0.0154355016538036	0.44788841534289037	0.014339940953184029	0.4100418410041839	0.41438356164383583	0.41717791411042937	0.6512791991101223	0.9416581371545546	0.20946915351506426	0.924901185770751	0.9416581371545546	0.18208807521029194	-0.05350194552529259	-0.033232628398791215	-0.09016393442623019	0.522561469873007	0.15494978479196558	0.6768128916741272	0.6356430580414217	0.522561469873007	-0.09750102417042222	0.1727140783744561	-0.008608321377331862	-0.05350194552529259	-0.12152777777777754	0.6890343698854337	0.9810063312229255	0.18208807521029194	0.345984112974404	-0.08144377602961578	0.054683998207081704	0.629651506202008	0.013661202185791735	0.40080518899575046	0.5447535114293585	0.024169184290030506	0.13897280966767392	0.2213114754098356	0.06927263730826327	0.6077981651376145	0.18232299861175344	0.05739299610894874	0.2749719416386084	0.41717791411042937	-0.05796157603386524	-0.1774466644090755	0.023972602739726408	-0.027688345138441935	0.13897280966767392	0.18208807521029194	0.8789808917197448	0.9003844809507164	0.8114663726571112	0.37326388888888884	0.3668935865281262	0.9455587392550142	-0.08977556109725687	0.5130454860309399	0.7073763847608752	1.0	-0.033232628398791215	0.3823837818944424	0.13897280966767392	-0.018814675446848176	0.08157099697885226	0.13897280966767392	0.5314240254574383	0.30291627469426163	0.2749719416386084	0.6638584667228304
tRNA aminoacylation for mitochondrial protein translation	-0.022421524663678565	-0.025179856115104343	-0.022421524663678565	0.6586826347305383	-0.0307414104882463	-0.03012048192770943	-0.03203342618384344	-0.03044719314938158	-0.03012048192770943	-0.029755579171093876	0.03820439350525341	-0.033232628398791215	0.09523809523809512	0.2635658914728683	0.17391304347826167	-0.03385731559854863	-0.03380049464138497	-0.03339694656488499	-0.033544877606528	-0.025179856115104343	-0.031471282454760295	-0.023952095808380765	-0.02888086642599248	-0.026186579378069674	0.1971830985915502	-0.031471282454760295	-0.029755579171093876	0.0436681222707426	-0.02934537246049549	0.047930283224400946	-0.03419399860432677	-0.03294892915980136	-0.023952095808380765	-0.033232628398791215	-0.03294892915980136	-0.020460358056263877	-0.022421524663678565	-0.017857142857139408	-0.027027027027026765	0.003299241174530065	-0.023952095808380765	-0.03385731559854863	-0.03451353763760762	0.003299241174530065	-0.03044719314938158	0.18887451487710155	-0.023952095808380765	-0.022421524663678565	-0.03401360544217696	-0.03427419354838676	-0.03314344899016059	-0.020460358056263877	-0.02835051546391677	-0.026186579378069674	0.4466019417475732	0.011041009463722575	-0.027027027027026765	0.04574392831879264	0.00479287915097577	-0.017857142857139408	-0.017857142857139408	-0.027027027027026765	-0.020460358056263877	-0.03167420814479607	-0.026186579378069674	-0.022421524663678565	0.025641025641025682	0.047930283224400946	0.13424791768740776	0.017241379310344855	-0.02934537246049549	-0.03339694656488499	-0.017857142857139408	-0.020460358056263877	-0.03260869565217292	-0.03272939801285852	-0.032193158953722004	-0.03401360544217696	-0.032479700187382325	-0.03347280334728	-0.03012048192770943	-0.03481720964934071	-0.03431210821511067	-0.033232628398791215	1.0	-0.03272939801285852	-0.017857142857139408	-0.025179856115104343	-0.017857142857139408	-0.017857142857139408	0.0019102196752626367	-0.025179856115104343	0.025641025641025682	-0.03415154749199579
