NAME	negative regulation of transcription from RNA polymerase II promoter	chromatin silencing at rDNA	response to reactive oxygen species	chromatin	nuclear chromatin	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcription factor activity, RNA polymerase II transcription factor binding	basal RNA polymerase II transcription machinery binding	RNA polymerase II transcription cofactor activity	transcriptional activator activity, RNA polymerase II transcription factor binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	DNA binding	transcription cofactor activity	histone deacetylase activity	endosome	alcohol metabolic process	regulation of DNA repair	mitotic recombination	chromatin organization	chromatin remodeling	chromatin silencing at telomere	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	cellular modified amino acid metabolic process	ergosterol biosynthetic process	glutathione metabolic process	regulation of nitrogen utilization	post-Golgi vesicle-mediated transport	Golgi to plasma membrane transport	response to oxidative stress	vacuolar transport	cell communication	response to nutrient	transcription factor binding	zinc ion binding	regulation of cell size	endosome membrane	response to organic substance	response to inorganic substance	response to metal ion	response to organonitrogen compound	regulation of gene expression	negative regulation of macromolecule biosynthetic process	regulation of cellular ketone metabolic process	positive regulation of macromolecule metabolic process	organophosphate ester transport	ATP transport	carbohydrate biosynthetic process	organic acid catabolic process	endosomal transport	gene silencing	cytosolic transport	covalent chromatin modification	histone ubiquitination	histone deacetylation	DNA-directed RNA polymerase II, holoenzyme	heterocycle biosynthetic process	regulation of lipid metabolic process	regulation of nucleobase-containing compound metabolic process	aromatic compound biosynthetic process	cytosolic ribosome	regulation of histone modification	regulation of cellular metabolic process	positive regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular catabolic process	cytoplasmic vesicle	response to nutrient levels	cellular response to nutrient levels	regulation of chromatin silencing	positive regulation of cellular protein metabolic process	maintenance of protein location in cell	regulation of localization	cellular carbohydrate biosynthetic process	nucleobase-containing compound biosynthetic process	phosphatidylinositol binding	transcriptionally active chromatin	response to topologically incorrect protein	positive regulation of transcription from RNA polymerase II promoter in response to stress	regulation of carbohydrate biosynthetic process	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	cellular amine metabolic process	cellular carbohydrate metabolic process	cellular nitrogen compound biosynthetic process	late endosome to vacuole transport	positive regulation of cellular amino acid metabolic process	positive regulation of transcription, DNA-templated	positive regulation of phosphate metabolic process	carbon catabolite regulation of transcription	alcohol biosynthetic process	transition metal ion binding	Golgi vesicle transport	positive regulation of cellular process	negative regulation of cellular process	regulation of response to stimulus	positive regulation of response to stimulus	positive regulation of transport	regulation of DNA metabolic process	regulation of nitrogen compound metabolic process	regulation of vesicle-mediated transport	transferase complex, transferring phosphorus-containing groups	core mediator complex	cellular response to chemical stimulus	cellular response to organic substance	monocarboxylic acid catabolic process	regulation of primary metabolic process	regulation of response to stress	response to alcohol	nucleic acid-templated transcription	organic cyclic compound biosynthetic process	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	response to oxygen-containing compound	regulation of chromatin organization	regulation of nucleic acid-templated transcription	negative regulation of nucleic acid-templated transcription	negative regulation of chromatin organization	sequence-specific double-stranded DNA binding	regulation of cellular macromolecule biosynthetic process
positive regulation of cellular process	0.2959183673469386	0.08222490931076175	-0.02902055622732769	0.1496244945118431	0.01837581505631336	0.5502444323737099	0.42270393610952633	0.42270393610952633	0.2143698468786807	0.1040779062690204	0.04808277541083367	0.1040779062690204	0.3926521239954077	0.3799896319336445	0.09427207637231495	0.04808277541083367	-0.14999999999999994	0.01837581505631336	0.1040779062690204	-0.10510510510510519	0.20156774916013467	0.005405405405405247	0.07291049199762874	0.6143984220907298	0.5536147501213005	-0.04984984984984969	-0.02902055622732769	-0.06390748630553877	0.11591591591591571	-0.1452282157676346	-0.06390748630553877	-0.036158861885002815	-0.07665301345816278	0.23002159827213803	0.25592143269786266	0.17117117117117117	0.35610302351623724	-0.007912355447351976	-0.09069353882631842	0.07577497129735927	-0.07040572792362766	-0.06390748630553877	0.11591591591591571	0.4947468958930277	0.18034557235421156	0.17117117117117117	0.9056893900563814	-0.015513126491646786	0.005405405405405247	0.01837581505631336	0.14916467780429588	-0.11071849234393369	0.06395348837209296	-0.08464328899637238	0.11744186046511618	0.02660217654171702	0.04808277541083367	0.11591591591591571	0.38240740740740736	0.08222490931076175	0.4755344418052256	0.38240740740740736	-0.16489988221437007	0.1040779062690204	0.49147858129894045	0.9056893900563814	0.4190832553788588	0.14087513340448246	0.13784764207980643	-0.22562358276643993	0.34807256235827666	0.28702640642939176	0.17117117117117117	0.2040572792362767	-0.007912355447351976	0.10600706713780912	0.005405405405405247	0.4190832553788588	0.005405405405405247	0.1040779062690204	-0.08464328899637238	0.2040572792362767	0.04808277541083367	0.4436503573391973	0.17093023255813944	0.08222490931076175	-0.0023557126030621716	0.19333625602805793	-0.04984984984984969	0.1040779062690204	0.8321167883211679	0.13784764207980643	0.09427207637231495	0.005405405405405247	0.3130530973451325	-0.18431831480397898	1.0	0.17986366019926603	0.20277296360485272	0.13784764207980643	0.1040779062690204	0.10600706713780912	0.43770568876351684	0.08222490931076175	0.10600706713780912	0.04808277541083367	0.18034557235421156	0.11744186046511618	0.04808277541083367	0.49147858129894045	0.12744516893894514	0.04808277541083367	0.4947468958930277	0.3287733698130415	0.2040572792362767	-0.015513126491646786	0.23651452282157692	0.4947468958930277	0.20043454644215095	0.13784764207980643	0.4591265397536396	0.4755344418052256
negative regulation of cellular process	0.6034482758620691	0.19726858877086503	-0.012139605462822216	0.42935906271536883	0.33090909090909093	-0.009140767824497562	-0.05036937541974489	-0.05036937541974489	0.24103299856527946	0.15011547344110848	0.008468052347959961	0.07929176289453387	-0.03265306122448979	0.12771890686001114	0.08407079646017726	0.15011547344110848	-0.12430167597765371	-0.003636363636363757	0.15011547344110848	0.24308152580403916	0.43467011642949555	0.036649214659685944	0.33090909090909093	0.2739307535641549	0.3171697179614053	0.036649214659685944	-0.08194233687405127	0.008468052347959961	0.17427075542258785	-0.13745454545454588	-0.06235565819861466	-0.0705454545454539	-0.04175513092710578	0.08554216867469837	0.17574086836664365	0.17427075542258785	-0.10090556274256117	-0.06235565819861466	-0.0705454545454539	0.15510204081632667	0.08407079646017726	0.07929176289453387	0.10545998504113725	0.35803657362848873	0.8614457831325301	0.036649214659685944	0.19606772255598034	-0.051622418879055665	-0.03216155572176465	0.06327272727272776	-0.051622418879055665	-0.08895265423242489	0.4539106145251397	-0.08194233687405127	0.3254189944134079	0.19726858877086503	0.15011547344110848	0.17427075542258785	0.3494525547445256	0.12746585735963595	0.42966142107773025	0.3494525547445256	-0.15494978479196608	0.07929176289453387	0.4174581637268204	0.19606772255598034	0.46610956360259964	0.9187279151943465	0.05766312594840686	-0.12864721485411157	0.1153846153846151	0.15510204081632667	0.24308152580403916	0.08407079646017726	0.07929176289453387	0.10903873744619799	0.036649214659685944	0.38068709377901566	-0.03216155572176465	0.15011547344110848	0.05766312594840686	0.01622418879056079	0.07929176289453387	-0.0330630068621333	-0.06005586592178814	-0.012139605462822216	0.043041606886656855	0.23365264473136205	-0.03216155572176465	0.008468052347959961	0.24802705749718126	0.12746585735963595	0.08407079646017726	-0.03216155572176465	-0.13257575757575749	-0.17197452229299393	0.17986366019926603	1.0	0.17574086836664365	-0.012139605462822216	0.008468052347959961	0.3070301291248206	0.4398126463700234	-0.012139605462822216	0.10903873744619799	0.07929176289453387	0.1409638554216868	0.13268156424580987	0.008468052347959961	0.4174581637268204	0.13018181818181798	0.008468052347959961	0.40230991337824834	0.3045798132503335	0.01622418879056079	0.01622418879056079	0.26399999999999973	0.40230991337824834	0.8318098720292505	0.19726858877086503	0.01811125485122885	0.3857892226990939
regulation of response to stimulus	0.2148594377510039	0.07430340557275542	0.21671826625386992	0.1739618406285081	0.019973368841545255	0.18452860596293344	0.1383975026014568	0.2341311134235171	0.2391857506361323	0.24713584288052357	-0.054009819967266705	0.0965630114566285	0.1555075593952484	0.21367521367521386	-0.09217877094971981	-0.054009819967266705	-0.12850467289719608	0.019973368841545255	0.397708674304419	-0.08076358296622604	0.007504690431519771	-0.08076358296622604	0.1424766977363515	0.17320261437908493	0.14683153013910358	-0.08076358296622604	0.07430340557275542	-0.054009819967266705	0.05433186490455216	-0.1025299600532622	-0.054009819967266705	0.1424766977363515	-0.12058465286236283	0.3150470219435738	0.07070707070707073	-0.08076358296622604	0.007504690431519771	0.0965630114566285	-0.1025299600532622	0.1555075593952484	0.164804469273743	0.0965630114566285	0.05433186490455216	0.12316715542521997	0.09874608150470222	-0.08076358296622604	0.13262099308610936	0.036312849162011204	0.05433186490455216	0.019973368841545255	0.036312849162011204	-0.1119592875318058	0.0864485981308416	-0.06811145510835907	0.0864485981308416	0.21671826625386992	-0.054009819967266705	0.1894273127753303	0.08244680851063856	0.07430340557275542	0.11580970687169634	0.08244680851063856	-0.1119592875318058	0.24713584288052357	0.07638585770405942	0.13262099308610936	0.09515096065873745	0.0772659732540862	0.07430340557275542	-0.15461847389558214	0.12248995983935788	0.05615550755939527	0.1894273127753303	0.29329608938547524	-0.054009819967266705	0.2391857506361323	0.05433186490455216	0.09515096065873745	0.1894273127753303	0.24713584288052357	0.21671826625386992	0.036312849162011204	-0.054009819967266705	0.2929120409906064	0.19392523364486025	-0.06811145510835907	0.005089058524173078	0.024611889435819777	-0.08076358296622604	-0.054009819967266705	0.16419919246298784	0.21671826625386992	0.036312849162011204	0.05433186490455216	-0.012323943661971742	-0.12058465286236283	0.20277296360485272	0.17574086836664365	1.0	0.5015479876160989	0.24713584288052357	0.2391857506361323	0.10181311018131116	0.21671826625386992	0.12213740458015314	-0.054009819967266705	0.24294670846394978	0.19392523364486025	0.0965630114566285	0.07638585770405942	0.7549933422103863	-0.054009819967266705	0.12316715542521997	0.06480304955527326	0.164804469273743	0.164804469273743	0.1424766977363515	0.12316715542521997	0.11039484286865464	-0.06811145510835907	0.18011257035647274	0.11580970687169634
positive regulation of response to stimulus	0.04663212435233203	-0.045454545454544484	-0.045454545454544484	0.07430340557275542	0.13389121338912247	0.18011257035647246	0.18082191780821905	0.306849315068493	0.11538461538461482	-0.03870967741935365	-0.03870967741935365	0.2580645161290333	0.19767441860465101	0.11412268188302434	-0.05504587155963243	-0.03870967741935365	-0.06622516556291458	0.13389121338912247	-0.03870967741935365	-0.05076142131979622	-0.07476635514018652	-0.05076142131979622	-0.05857740585774015	0.06966292134831474	0.05876180482686237	-0.05076142131979622	0.21590909090909055	-0.03870967741935365	0.18274111675127044	-0.05857740585774015	-0.03870967741935365	-0.05857740585774015	-0.06405693950177914	0.16967509025270755	0.21671826625386992	-0.05076142131979622	0.14018691588785068	-0.03870967741935365	-0.05857740585774015	0.063953488372093	-0.05504587155963243	-0.03870967741935365	0.18274111675127044	0.04921259842519687	0.0036101083032491327	-0.05076142131979622	0.10228802153432036	0.15596330275229311	0.18274111675127044	-0.05857740585774015	0.15596330275229311	-0.06153846153846215	-0.06622516556291458	-0.045454545454544484	-0.06622516556291458	-0.045454545454544484	-0.03870967741935365	-0.05076142131979622	0.03327495621716278	0.21590909090909055	0.046287367405978774	0.03327495621716278	-0.06153846153846215	-0.03870967741935365	0.030954428202923368	0.10228802153432036	0.03818181818181812	-0.00335570469798661	-0.045454545454544484	-0.07253886010362638	0.28497409326424905	0.19767441860465101	-0.05076142131979622	-0.05504587155963243	-0.03870967741935365	0.2923076923076922	-0.05076142131979622	0.03818181818181812	0.18274111675127044	-0.03870967741935365	-0.045454545454544484	-0.05504587155963243	-0.03870967741935365	0.20366598778004044	-0.06622516556291458	-0.045454545454544484	-0.06153846153846215	0.011653313911143421	-0.05076142131979622	-0.03870967741935365	0.12058823529411747	-0.045454545454544484	0.15596330275229311	0.18274111675127044	0.1191489361702129	-0.06405693950177914	0.13784764207980643	-0.012139605462822216	0.5015479876160989	1.0	0.2580645161290333	-0.06153846153846215	0.04077849860982398	0.21590909090909055	-0.06153846153846215	-0.03870967741935365	0.16967509025270755	0.08609271523178746	0.2580645161290333	0.030954428202923368	0.32635983263598334	-0.03870967741935365	0.04921259842519687	0.026556016597510338	0.15596330275229311	-0.05504587155963243	-0.05857740585774015	0.04921259842519687	0.007504690431519771	-0.045454545454544484	0.24766355140186969	0.046287367405978774
positive regulation of transport	-0.05675675675675631	-0.03870967741935365	-0.03870967741935365	-0.054009819967266705	-0.04783599088838343	0.027857829010567138	0.07604017216642779	0.07604017216642779	-0.04979253112033348	-0.03370786516854014	-0.03370786516854014	-0.03370786516854014	0.08562691131498548	0.0036101083032492164	-0.04545454545454653	-0.03370786516854014	-0.05281690140845169	0.1617312072892941	-0.03370786516854014	-0.04249291784702416	-0.05811138014527903	-0.04249291784702416	-0.04783599088838343	-0.012415349887133168	-0.016307206733298364	-0.04249291784702416	0.2580645161290333	-0.03370786516854014	-0.04249291784702416	-0.04783599088838343	-0.03370786516854014	-0.04783599088838343	-0.0514285714285717	0.02398523985239896	-0.054009819967266705	-0.04249291784702416	0.05326876513317187	0.31086142322097565	-0.04783599088838343	-0.0550458715596336	-0.04545454545454653	-0.03370786516854014	-0.04249291784702416	-0.019704433497536904	-0.06088560885608895	-0.04249291784702416	-6.798096532968436E-4	-0.04545454545454653	-0.04249291784702416	0.1617312072892941	-0.04545454545454653	-0.04979253112033348	-0.05281690140845169	-0.03870967741935365	-0.05281690140845169	-0.03870967741935365	-0.03370786516854014	-0.04249291784702416	-0.02534965034965049	0.2580645161290333	-0.02074288470815258	-0.02534965034965049	-0.04979253112033348	-0.03370786516854014	-0.026169026169026166	-6.798096532968436E-4	-0.023614895549500466	-0.06153846153846174	-0.03870967741935365	-0.05675675675675631	0.06756756756756849	-0.0550458715596336	-0.04249291784702416	-0.04545454545454653	-0.03370786516854014	0.5228215767634854	0.21813031161473287	-0.023614895549500466	0.21813031161473287	-0.03370786516854014	-0.03870967741935365	-0.04545454545454653	-0.03370786516854014	0.03664921465968609	-0.05281690140845169	-0.03870967741935365	0.1410788381742742	-0.03295907279971035	-0.04249291784702416	-0.03370786516854014	0.005961251862891264	-0.03870967741935365	-0.04545454545454653	0.21813031161473287	0.041666666666666324	-0.0514285714285717	0.1040779062690204	0.008468052347959961	0.24713584288052357	0.2580645161290333	1.0	-0.04979253112033348	-0.022695692450208485	0.5548387096774194	-0.04979253112033348	-0.03370786516854014	0.02398523985239896	-0.05281690140845169	-0.03370786516854014	-0.026169026169026166	0.1617312072892941	-0.03370786516854014	-0.019704433497536904	-0.02772031443938759	-0.04545454545454653	-0.04545454545454653	-0.04783599088838343	-0.019704433497536904	-0.06051873198847262	-0.03870967741935365	0.05326876513317187	-0.02074288470815258
regulation of DNA metabolic process	0.2844444444444441	0.4692307692307689	-0.06153846153846215	0.35623409669211187	0.20189274447949565	0.01372212692967423	-0.013921113689095268	-0.013921113689095268	0.17857142857142938	0.33195020746887915	-0.04979253112033348	-0.04979253112033348	-0.004854368932038309	0.15510204081632645	-0.08053691275167782	0.1410788381742742	-0.10695187165775376	0.056782334384859266	0.5228215767634854	0.4229390681003583	0.3401639344262294	0.09318996415770615	0.4921135646687698	0.13686534216335539	0.16407061266874337	0.09318996415770615	-0.06153846153846215	-0.04979253112033348	-0.07168458781362083	-0.08832807570977932	-0.04979253112033348	-0.08832807570977932	-0.10140845070422494	-0.06976744186046502	-0.1119592875318058	-0.07168458781362083	-0.03688524590163972	-0.04979253112033348	-0.08832807570977932	-0.11650485436893267	-0.08053691275167782	-0.04979253112033348	-0.07168458781362083	0.14313725490196078	0.38870431893687696	-0.07168458781362083	0.1371280724450195	-0.08053691275167782	-0.07168458781362083	0.056782334384859266	-0.08053691275167782	-0.09523809523809547	0.5080213903743316	-0.06153846153846215	0.3850267379679147	0.4692307692307689	0.1410788381742742	0.2580645161290316	0.1481481481481482	0.11538461538461482	0.18094321462945132	0.1481481481481482	-0.09523809523809547	0.33195020746887915	0.14223764093668675	0.1371280724450195	0.16058394160583947	0.35312499999999986	0.11538461538461482	-0.12444444444444464	-0.12444444444444464	-0.11650485436893267	0.4229390681003583	0.3825503355704698	-0.04979253112033348	-0.09523809523809547	0.09318996415770615	0.16058394160583947	-0.07168458781362083	0.33195020746887915	-0.06153846153846215	0.3825503355704698	0.1410788381742742	0.029357798165137887	0.26203208556149743	-0.06153846153846215	0.041666666666667074	0.09233060312732688	-0.07168458781362083	-0.04979253112033348	0.16480446927374295	0.4692307692307689	-0.08053691275167782	0.09318996415770615	-0.04942965779467685	-0.10140845070422494	0.10600706713780912	0.3070301291248206	0.2391857506361323	-0.06153846153846215	-0.04979253112033348	1.0	0.16713091922005566	-0.06153846153846215	0.17857142857142938	-0.04979253112033348	-0.06976744186046502	-0.10695187165775376	-0.04979253112033348	0.14223764093668675	0.3470031545741332	-0.04979253112033348	0.14313725490196078	0.13098236775818647	0.07382550335570466	-0.08053691275167782	0.3470031545741332	0.14313725490196078	0.3293310463121783	0.11538461538461482	0.05737704918032749	0.18094321462945132
regulation of nitrogen compound metabolic process	0.2932960893854748	0.08341056533827623	0.08341056533827623	0.18735471873547196	0.146171693735499	0.4413825315273237	0.27221963704048396	0.27221963704048396	0.16713091922005566	0.06252894858730883	0.06252894858730883	0.06252894858730883	0.2511627906976742	0.5686826066572902	0.12523191094619673	0.06252894858730883	-0.17565055762081777	-0.024593967517401352	0.06252894858730883	0.10431154381084835	0.292637465051258	0.10431154381084835	0.146171693735499	0.8050847457627118	0.8698727015558697	-0.023643949930459034	-0.04448563484708062	-0.022695692450208485	0.10431154381084835	-0.15266821345707668	-0.06530801296896713	0.10348027842227374	-0.15373896888063182	0.16168224299065412	0.18735471873547196	0.10431154381084835	0.3355079217148183	-0.022695692450208485	-0.10997679814385153	0.16558139534883706	0.12523191094619673	0.06252894858730883	0.06165971256374593	0.9348441926345611	0.46261682242990654	0.10431154381084835	0.5251055842327547	-0.04545454545454534	-0.023643949930459034	-0.0672853828306265	0.08256029684601125	-0.13184772516248844	0.20910780669144985	-0.08711770157553285	0.16635687732342014	0.08341056533827623	0.06252894858730883	0.10431154381084835	0.8475378787878788	0.08341056533827623	0.9565422768068021	0.8475378787878788	-0.13184772516248844	0.019916628068550175	0.9128375177640929	0.5251055842327547	0.9782403027436142	0.46211412535079527	0.08341056533827623	-0.2635009310986963	0.25046554934823084	0.2511627906976742	0.10431154381084835	-0.002782931354359843	0.019916628068550175	-0.0037140204271123843	-0.06629578117756146	0.89120151371807	-0.10894761242466389	0.06252894858730883	0.08341056533827623	0.12523191094619673	0.019916628068550175	0.398973401773215	0.20910780669144985	0.04077849860982398	-0.08913649025069646	0.6934792955735363	-0.06629578117756146	0.06252894858730883	0.5904404873477038	0.08341056533827623	0.12523191094619673	-0.023643949930459034	0.2919776119402985	-0.19647004180213667	0.43770568876351684	0.4398126463700234	0.10181311018131116	0.04077849860982398	-0.022695692450208485	0.16713091922005566	1.0	-0.08711770157553285	0.03899721448467971	0.06252894858730883	0.33364485981308395	0.16635687732342014	0.019916628068550175	0.9128375177640929	0.146171693735499	0.019916628068550175	0.9348441926345611	0.7818871503082029	0.12523191094619673	0.08256029684601125	0.10348027842227374	0.9348441926345611	0.4413825315273237	0.08341056533827623	0.3355079217148183	0.9565422768068021
regulation of vesicle-mediated transport	-0.07253886010362638	-0.045454545454544484	-0.045454545454544484	-0.06811145510835907	-0.05857740585774015	-0.07879924953095718	-0.0712328767123281	-0.0712328767123281	-0.06153846153846215	-0.03870967741935365	-0.03870967741935365	-0.03870967741935365	-0.0697674418604651	-0.08273894436519234	-0.05504587155963243	-0.03870967741935365	0.08609271523178746	-0.05857740585774015	-0.03870967741935365	-0.05076142131979622	-0.07476635514018652	-0.05076142131979622	-0.05857740585774015	-0.08539325842696603	-0.08604407135362024	-0.05076142131979622	-0.045454545454544484	-0.03870967741935365	-0.05076142131979622	0.13389121338912247	-0.03870967741935365	-0.05857740585774015	0.09964412811387913	0.08664259927797868	-0.06811145510835907	-0.05076142131979622	-0.07476635514018652	0.2580645161290333	-0.05857740585774015	-0.0697674418604651	-0.05504587155963243	-0.03870967741935365	-0.05076142131979622	-0.08661417322834636	-0.07942238267148004	-0.05076142131979622	-0.0834454912516822	-0.05504587155963243	-0.05076142131979622	0.13389121338912247	-0.05504587155963243	0.11538461538461482	-0.06622516556291458	0.21590909090909055	-0.06622516556291458	-0.045454545454544484	-0.03870967741935365	-0.05076142131979622	-0.0875656742556919	-0.045454545454544484	-0.08678881388621026	-0.0875656742556919	-0.06153846153846215	-0.03870967741935365	-0.08770421324161655	-0.0834454912516822	-0.08727272727272736	-0.08053691275167782	-0.045454545454544484	0.04663212435233203	-0.07253886010362638	-0.0697674418604651	-0.05076142131979622	-0.05504587155963243	-0.03870967741935365	0.6461538461538456	0.18274111675127044	-0.08727272727272736	0.6497461928934016	-0.03870967741935365	-0.045454545454544484	-0.05504587155963243	-0.03870967741935365	-0.07739307535641576	-0.06622516556291458	-0.045454545454544484	0.11538461538461482	-0.08885651857246914	0.18274111675127044	-0.03870967741935365	-0.0823529411764707	-0.045454545454544484	-0.05504587155963243	-0.05076142131979622	-0.07659574468085079	0.09964412811387913	0.08222490931076175	-0.012139605462822216	0.21671826625386992	0.21590909090909055	0.5548387096774194	-0.06153846153846215	-0.08711770157553285	1.0	-0.06153846153846215	-0.03870967741935365	-0.07942238267148004	-0.06622516556291458	-0.03870967741935365	-0.08770421324161655	-0.05857740585774015	-0.03870967741935365	-0.08661417322834636	-0.08796680497925308	-0.05504587155963243	-0.05504587155963243	-0.05857740585774015	-0.08661417322834636	-0.07879924953095718	-0.045454545454544484	-0.07476635514018652	-0.08678881388621026
transferase complex, transferring phosphorus-containing groups	0.2844444444444441	0.11538461538461482	-0.06153846153846215	0.12213740458015314	-0.08832807570977932	-0.06518010291595136	-0.12064965197215784	-0.12064965197215784	0.45238095238095266	0.33195020746887915	0.33195020746887915	-0.04979253112033348	-0.11650485436893267	-0.0952380952380952	0.22818791946308703	-0.04979253112033348	0.01604278074866387	-0.08832807570977932	0.33195020746887915	-0.07168458781362083	0.05737704918032749	-0.07168458781362083	0.20189274447949565	0.0860927152317879	0.06853582554517126	-0.07168458781362083	-0.06153846153846215	-0.04979253112033348	-0.07168458781362083	-0.08832807570977932	-0.04979253112033348	-0.08832807570977932	0.028169014084507314	-0.14617940199335575	-0.1119592875318058	0.09318996415770615	-0.13114754098360631	-0.04979253112033348	0.056782334384859266	-0.11650485436893267	-0.08053691275167782	-0.04979253112033348	-0.07168458781362083	0.052941176470588276	0.15946843853820625	-0.07168458781362083	0.07761966364812402	-0.08053691275167782	-0.07168458781362083	-0.08832807570977932	-0.08053691275167782	-0.09523809523809547	0.13903743315508027	-0.06153846153846215	0.13903743315508027	0.2923076923076922	-0.04979253112033348	0.7526881720430104	0.06701940035273371	-0.06153846153846215	0.048123195380173255	0.06701940035273371	0.041666666666667074	0.33195020746887915	0.022549869904596717	0.07761966364812402	0.034671532846715335	0.13750000000000015	-0.06153846153846215	-0.022222222222221907	-0.12444444444444464	-0.11650485436893267	0.2580645161290316	0.22818791946308703	-0.04979253112033348	0.041666666666667074	-0.07168458781362083	0.07664233576642343	0.09318996415770615	0.33195020746887915	-0.06153846153846215	-0.08053691275167782	-0.04979253112033348	-0.13944954128440323	-0.10695187165775376	-0.06153846153846215	-0.09523809523809547	0.023827252419955376	-0.07168458781362083	-0.04979253112033348	0.10055865921787677	0.2923076923076922	-0.08053691275167782	-0.07168458781362083	-0.136882129277567	-0.10140845070422494	0.10600706713780912	0.10903873744619799	0.12213740458015314	-0.06153846153846215	-0.04979253112033348	0.17857142857142938	0.03899721448467971	-0.06153846153846215	1.0	0.5228215767634854	-0.14617940199335575	-0.10695187165775376	-0.04979253112033348	0.022549869904596717	0.20189274447949565	-0.04979253112033348	0.052941176470588276	0.05373635600335854	-0.08053691275167782	-0.08053691275167782	0.20189274447949565	0.052941176470588276	0.17152658662092626	-0.06153846153846215	-0.13114754098360631	0.048123195380173255
core mediator complex	0.19189189189189162	-0.03870967741935365	-0.03870967741935365	-0.054009819967266705	-0.04783599088838343	-0.06051873198847262	-0.055954088952653906	-0.055954088952653906	0.33195020746887915	-0.03370786516854014	0.6554307116104866	-0.03370786516854014	-0.0550458715596336	-0.06281588447653484	0.41919191919191834	-0.03370786516854014	-0.05281690140845169	-0.04783599088838343	-0.03370786516854014	-0.04249291784702416	-0.05811138014527903	-0.04249291784702416	-0.04783599088838343	0.0914221218961625	0.08048395581273	-0.04249291784702416	-0.03870967741935365	-0.03370786516854014	-0.04249291784702416	-0.04783599088838343	-0.03370786516854014	-0.04783599088838343	-0.0514285714285717	-0.06088560885608895	-0.054009819967266705	0.21813031161473287	-0.05811138014527903	-0.03370786516854014	-0.04783599088838343	-0.0550458715596336	-0.04545454545454653	-0.03370786516854014	-0.04249291784702416	0.0709359605911332	0.10885608856088556	-0.04249291784702416	0.06186267845003357	-0.04545454545454653	-0.04249291784702416	-0.04783599088838343	-0.04545454545454653	-0.04979253112033348	-0.05281690140845169	-0.03870967741935365	-0.05281690140845169	-0.03870967741935365	-0.03370786516854014	0.7393767705382442	0.055069930069929884	-0.03870967741935365	0.06801736613603476	0.055069930069929884	0.1410788381742742	-0.03370786516854014	0.052767052767052715	0.06186267845003357	0.059945504087193506	0.09572649572649547	-0.03870967741935365	-0.05675675675675631	-0.05675675675675631	-0.0550458715596336	-0.04249291784702416	-0.04545454545454653	-0.03370786516854014	0.1410788381742742	-0.04249291784702416	0.059945504087193506	-0.04249291784702416	-0.03370786516854014	-0.03870967741935365	-0.04545454545454653	-0.03370786516854014	-0.059685863874346295	-0.05281690140845169	-0.03870967741935365	-0.04979253112033348	0.03368344802607737	-0.04249291784702416	-0.03370786516854014	0.07451564828613978	-0.03870967741935365	-0.04545454545454653	-0.04249291784702416	-0.059210526315789797	-0.0514285714285717	0.04808277541083367	0.07929176289453387	-0.054009819967266705	-0.03870967741935365	-0.03370786516854014	-0.04979253112033348	0.06252894858730883	-0.03870967741935365	0.5228215767634854	1.0	-0.06088560885608895	-0.05281690140845169	-0.03370786516854014	0.052767052767052715	-0.04783599088838343	-0.03370786516854014	0.0709359605911332	0.04840711625982625	-0.04545454545454653	-0.04545454545454653	-0.04783599088838343	0.0709359605911332	0.11623439000960564	-0.03870967741935365	-0.05811138014527903	0.06801736613603476
